taxi_id;indulas;idotartam;tavolsag;viteldij;borravalo;fizetes_modja
5548;2016.12.19 13:45;240;0,7;5,25;0;készpénz
4123;2016.12.02 1:15;420;0,9;6,5;0;készpénz
8247;2016.12.15 10:45;360;1,1;6,25;2,5;bankkártya
642;2016.12.05 15:30;10;0,02;3,25;0;készpénz
4728;2016.12.15 14:45;600;1,5;8,25;2;bankkártya
2149;2016.12.30 19:15;2340;18,5;47;0;készpénz
3600;2016.12.30 0:30;900;4,5;14,75;0;készpénz
6185;2016.12.27 8:30;840;3,6;13;0;készpénz
92;2016.12.24 2:45;300;1,2;6;0;készpénz
3963;2016.12.14 22:30;840;2,8;11,25;0;készpénz
7776;2016.12.23 0:00;540;0,2;11,5;2,85;bankkártya
6481;2016.12.10 4:00;360;1,8;7,75;0;készpénz
1110;2016.12.27 18:00;360;0;5,5;0;készpénz
2952;2016.12.06 9:15;600;1,1;7;0;készpénz
6923;2016.12.23 11:30;420;0;7,5;2;bankkártya
6104;2016.12.13 18:45;720;1,9;9,25;0;készpénz
1736;2016.12.19 20:30;180;0;4,5;2;bankkártya
6833;2016.12.14 20:45;1380;13,1;33,25;7,55;bankkártya
8271;2016.12.14 19:30;960;5;16;3,4;bankkártya
4809;2016.12.13 8:30;180;0,4;4,5;0;készpénz
1326;2016.12.09 17:00;0;0;10,5;0;bankkártya
6147;2016.12.07 1:00;180;0,29;4,25;2;bankkártya
8120;2016.12.08 16:45;480;1,1;7;0;készpénz
6552;2016.12.08 13:00;1980;0;45,75;9,15;bankkártya
873;2016.12.09 19:45;600;1,8;8,75;2;bankkártya
1895;2016.12.28 18:45;660;1,6;8,5;0;készpénz
8061;2016.12.04 20:45;1380;6,2;19;3,8;bankkártya
286;2016.12.20 14:15;300;0,8;5,5;2;bankkártya
2607;2016.12.27 20:30;240;0,8;5,25;3;bankkártya
7596;2016.12.06 19:30;2520;0;50,25;12,45;bankkártya
2545;2016.12.20 15:15;240;0,9;5,5;1,1;bankkártya
973;2016.12.10 23:00;60;0;3,5;0;készpénz
250;2016.12.08 12:45;420;1,1;6,25;2;bankkártya
4092;2016.12.22 23:30;240;0;5,25;2;bankkártya
4570;2016.12.13 13:30;240;0,5;5;0;készpénz
5048;2016.12.22 15:15;360;4,1;12,5;2;bankkártya
4787;2016.12.06 19:45;960;2,4;11;1;bankkártya
6185;2016.12.10 11:00;0;0;3,25;0;bankkártya
703;2016.12.18 21:45;1140;17,1;41;5;bankkártya
8310;2016.12.16 0:00;300;0,1;8,5;2;bankkártya
1461;2016.12.08 18:30;2940;11,8;35,5;5;bankkártya
431;2016.12.09 18:00;1080;1,2;9,75;0;készpénz
6434;2016.12.14 18:30;900;1,8;10,5;3;bankkártya
3209;2016.12.18 5:30;660;0;10;0;készpénz
370;2016.12.24 14:30;0;0;3,25;2;bankkártya
8185;2016.12.15 17:00;660;1,6;8,25;2;bankkártya
7011;2016.12.03 16:30;1260;0;13,75;0;készpénz
6513;2016.12.31 1:00;240;0;5,25;4;bankkártya
5280;2016.12.16 19:15;1620;6,3;20,5;4;bankkártya
3772;2016.12.18 1:30;840;3,61;12,25;1,5;bankkártya
349;2016.12.16 0:15;420;1,4;7,25;0;készpénz
2820;2016.12.04 7:00;1560;15,3;38,25;0;készpénz
5881;2016.12.23 11:15;0;0;3,25;0;készpénz
7273;2016.12.16 19:45;4140;14,7;39,5;6;bankkártya
7912;2016.12.21 7:45;300;0,53;5,5;0;bankkártya
2863;2016.12.02 7:45;360;0;6,75;1;bankkártya
3654;2016.12.12 20:00;2520;18,4;45,5;9,9;bankkártya
672;2016.12.17 23:45;480;1,6;7,75;0;készpénz
2559;2016.12.16 18:15;9120;35,1;88,25;0;készpénz
456;2016.12.01 17:30;1200;1,7;11,25;1,25;bankkártya
3089;2016.12.19 2:30;240;0;6,25;2;bankkártya
3514;2016.12.26 19:45;420;0;7,25;0;készpénz
6219;2016.12.13 10:00;300;0,7;5,5;0;bankkártya
7484;2016.12.20 9:45;300;0,6;5,5;0;készpénz
8263;2016.12.21 16:45;600;1;7,5;3;bankkártya
621;2016.12.14 8:15;600;1,5;8;0;készpénz
8117;2016.12.17 22:30;600;0;7;0;készpénz
7210;2016.12.16 8:00;360;0;5,75;0;készpénz
8672;2016.12.02 6:30;420;1,4;7,25;0;készpénz
5494;2016.12.22 6:15;1320;12,5;32,75;0;készpénz
4591;2016.12.10 14:45;540;0,2;6,5;0;készpénz
8089;2016.12.01 13:30;1980;17,9;44,5;0;készpénz
3068;2016.12.27 17:45;540;0,5;6,75;0;készpénz
2872;2016.12.26 18:30;1860;12,8;33,25;7,65;bankkártya
7011;2016.12.25 9:15;420;1,6;7,75;0;készpénz
3861;2016.12.02 0:15;900;5,54;16,75;0;készpénz
5273;2016.12.07 21:00;1620;17,6;43,75;8;bankkártya
2845;2016.12.19 18:00;1200;2,38;12,25;3,19;bankkártya
8336;2016.12.19 14:15;600;1,3;7,5;0;készpénz
8016;2016.12.14 18:30;1140;0;13,75;2,95;bankkártya
7674;2016.12.13 22:30;480;2,2;9;3;bankkártya
1763;2016.12.03 19:15;420;1,1;6,75;0;készpénz
5676;2016.12.24 1:30;840;7,3;20;0;készpénz
5933;2016.12.11 18:45;300;0,9;5,75;3;bankkártya
5170;2016.12.04 11:15;420;1,4;7;2;bankkártya
5382;2016.12.08 8:30;4260;18,1;50,75;10,95;bankkártya
4438;2016.12.30 16:15;960;0,1;10;3;bankkártya
7810;2016.12.18 4:30;240;0,6;5;0;ingyenes
6054;2016.12.12 18:00;1020;3,7;13,75;0;készpénz
450;2016.12.11 8:15;420;1,1;6,5;0;készpénz
4411;2016.12.06 8:15;420;1,8;7,75;0;ingyenes
4643;2016.12.10 23:15;360;1,3;6,75;0;készpénz
7969;2016.12.29 13:30;660;1,7;8,25;2;bankkártya
8137;2016.12.08 0:30;0;0;5,25;1,75;bankkártya
3629;2016.12.25 17:30;1140;15,6;38;0;készpénz
4303;2016.12.21 23:15;420;1,7;7,75;0;készpénz
3514;2016.12.10 20:45;240;0;4,75;0;készpénz
6577;2016.12.02 8:00;480;1,2;7,25;2;bankkártya
4111;2016.12.07 18:00;1140;0;11;3,3;bankkártya
6743;2016.12.11 3:30;720;0,1;10,5;2,1;bankkártya
65;2016.12.10 16:30;840;2;9,25;0;készpénz
5357;2016.12.22 1:30;660;0;10,5;1;bankkártya
1904;2016.12.05 12:30;360;1,1;6,75;0;készpénz
8273;2016.12.15 9:15;720;0,8;7,75;0;készpénz
4891;2016.12.02 8:30;780;1,4;8,5;2;bankkártya
8727;2016.12.05 17:15;0;0;3,25;0;készpénz
1005;2016.12.21 14:45;0;0;21,5;0;bankkártya
8044;2016.12.20 20:30;420;1,1;6,5;0;készpénz
2152;2016.12.15 14:00;2820;18;45;0;készpénz
7063;2016.12.14 23:15;360;1,6;7,5;0;készpénz
8171;2016.12.16 22:00;240;0,7;5;0;készpénz
4958;2016.12.13 19:30;2280;17,2;43;9,4;bankkártya
5697;2016.12.14 20:00;300;0,4;5;2;bankkártya
1405;2016.12.07 12:00;660;1;8;0;készpénz
4919;2016.12.07 8:45;780;2,8;10,75;0;készpénz
1482;2016.12.16 19:45;1860;0,4;23,5;2;bankkártya
7540;2016.12.03 16:15;600;1,5;8,25;0;készpénz
4559;2016.12.13 9:45;480;0,7;6;0;készpénz
5327;2016.12.14 14:15;365;1,03;6,25;2;bankkártya
8067;2016.12.27 16:00;480;1,1;6,75;0;készpénz
8088;2016.12.31 22:30;1413;5,31;17;0;készpénz
5226;2016.12.20 10:00;180;0,5;4,75;0;készpénz
3351;2016.12.14 13:15;1560;13,1;34,25;7,65;bankkártya
4009;2016.12.24 21:00;120;0,2;4;0;készpénz
3017;2016.12.21 14:45;120;0;4,5;2;bankkártya
505;2016.12.26 22:15;600;0;9,25;2;bankkártya
7299;2016.12.07 14:30;2340;17,5;44,25;9,65;bankkártya
3298;2016.12.09 16:30;1585;2,73;14,25;0;készpénz
7299;2016.12.12 18:15;1140;5,3;17,25;5,15;bankkártya
6970;2016.12.17 9:15;540;2,5;9,5;2;bankkártya
3588;2016.12.08 13:30;300;0;5,75;2;bankkártya
4961;2016.12.02 23:00;420;1,6;7,75;1,5;bankkártya
2904;2016.12.23 9:00;300;1,5;7;0;készpénz
6699;2016.12.09 7:45;2940;12;37;0;készpénz
772;2016.12.06 19:45;21;0;3,25;0;bankkártya
8203;2016.12.06 14:45;240;0,5;4,75;0;készpénz
3024;2016.12.07 19:30;854;5,53;16,75;0;készpénz
8188;2016.12.07 19:00;480;0,9;6,5;2;bankkártya
2680;2016.12.22 8:30;840;2,2;10;2;bankkártya
5433;2016.12.09 10:30;300;0,8;5,5;0;készpénz
360;2016.12.17 21:00;1920;18;45;10;bankkártya
6369;2016.12.29 21:00;300;1,3;6,25;1,25;bankkártya
2214;2016.12.02 2:30;540;2;8,5;0;készpénz
8578;2016.12.15 14:15;180;0,6;5;0;készpénz
1827;2016.12.03 15:45;360;0;6,25;0;készpénz
451;2016.12.21 21:00;420;0;6,75;2;bankkártya
8247;2016.12.04 11:15;60;0,5;4,25;0;készpénz
3354;2016.12.03 0:15;540;1,82;8,25;0;készpénz
8190;2016.12.03 2:00;780;3,3;11,75;0;bankkártya
8327;2016.12.10 22:15;1320;13,5;20,25;4,05;bankkártya
1265;2016.12.12 16:30;360;0,9;6,25;0;készpénz
2560;2016.12.28 11:30;600;1,5;8;0;készpénz
7066;2016.12.09 23:30;900;0;14,25;0;készpénz
1742;2016.12.16 20:30;360;1;6,25;3;bankkártya
375;2016.12.10 22:00;300;1;5,75;0;készpénz
896;2016.12.05 12:15;300;1;6;0;készpénz
6969;2016.12.04 3:45;1020;0,3;16,25;0;készpénz
1644;2016.12.08 12:00;360;0,6;5,75;2;bankkártya
7345;2016.12.07 19:45;0;0;7;1;bankkártya
12;2016.12.26 18:30;300;0,7;5,25;0;készpénz
4852;2016.12.30 21:30;60;0,8;5;0;készpénz
3595;2016.12.08 15:30;360;1;6,25;0;készpénz
8710;2016.12.24 18:00;480;0,1;8;0;készpénz
3371;2016.12.09 13:30;660;1,7;8,75;1;bankkártya
567;2016.12.28 20:30;600;1,6;8,25;0;vitatott
2785;2016.12.16 13:45;600;0,9;7;0;készpénz
7255;2016.12.07 16:00;1320;2,4;12,5;0;készpénz
4146;2016.12.09 11:00;240;0,2;4,5;0;készpénz
7806;2016.12.11 10:15;180;0,65;5;0;készpénz
4532;2016.12.07 19:15;660;4,1;12,75;2;bankkártya
1747;2016.12.13 15:30;240;0,3;4,75;2;bankkártya
3515;2016.12.12 18:15;300;0,8;5,75;0;készpénz
6633;2016.12.09 9:15;660;1,4;8;0;készpénz
3617;2016.12.03 14:00;1740;4,8;17,5;0;készpénz
6876;2016.12.01 21:30;360;1,2;6,5;2;bankkártya
6577;2016.12.24 9:45;360;0,8;6;3;bankkártya
866;2016.12.05 8:45;540;0,7;6,25;2;bankkártya
6867;2016.12.17 13:45;780;3,9;13;2;bankkártya
6553;2016.12.30 21:00;360;1,3;6,75;1,25;bankkártya
3069;2016.12.21 4:15;0;0;3,25;0;készpénz
7028;2016.12.30 16:45;420;1;6,25;0;készpénz
1911;2016.12.07 16:30;2280;1,6;17,5;0;készpénz
2986;2016.12.11 17:45;660;0,8;7,5;0;készpénz
5426;2016.12.08 16:00;2640;0;42,75;9,35;bankkártya
8211;2016.12.13 11:15;0;0;4,75;2;bankkártya
3356;2016.12.16 22:00;660;0;14,25;0;készpénz
2733;2016.12.30 19:30;480;1,7;8;0;készpénz
8606;2016.12.17 16:30;300;0,9;5,5;0;készpénz
3469;2016.12.12 17:45;600;1,1;7,5;0;készpénz
414;2016.12.30 21:15;120;0;4,25;2;bankkártya
4304;2016.12.13 15:00;1020;1,3;9,75;0;készpénz
6513;2016.12.07 20:15;1020;0,1;10;2;bankkártya
7307;2016.12.19 9:45;300;0,56;5,25;0;készpénz
6344;2016.12.19 13:15;240;0,5;5;2;bankkártya
1679;2016.12.16 9:45;480;1,1;6,75;3;bankkártya
6644;2016.12.02 17:15;1740;11,3;31,5;0;készpénz
3218;2016.12.15 18:00;2100;12,4;35;0;készpénz
7676;2016.12.16 6:30;240;0,8;5,25;0;készpénz
4285;2016.12.08 14:45;480;0;6,5;1;bankkártya
8044;2016.12.07 18:00;60;0;55,25;0;készpénz
8227;2016.12.27 18:30;420;2,9;10;0;készpénz
4060;2016.12.15 19:15;900;2,1;10,75;0;készpénz
1278;2016.12.04 13:45;1740;14,1;36,25;0;készpénz
3240;2016.12.23 13:15;1140;4,1;15,25;3,05;bankkártya
569;2016.12.02 17:00;180;0;4,5;2;bankkártya
4060;2016.12.16 16:45;960;2,3;10,5;0;készpénz
3384;2016.12.08 21:30;540;2,8;10,25;0;készpénz
7255;2016.12.27 7:15;0;0;3,25;0;készpénz
561;2016.12.16 18:00;600;1,1;8;0;készpénz
6940;2016.12.26 21:00;660;2,9;10,5;0;készpénz
8301;2016.12.21 21:15;480;1,2;6,75;0;készpénz
5422;2016.12.15 20:00;507;1,34;7,5;0;készpénz
6907;2016.12.22 14:30;240;0,5;4,75;2;bankkártya
2450;2016.12.04 13:45;540;1;7;0;készpénz
3068;2016.12.16 18:45;1560;3,3;13,5;2,9;bankkártya
4692;2016.12.16 10:45;1740;14,9;38;4;bankkártya
6185;2016.12.15 15:15;600;1,4;8;0;készpénz
6744;2016.12.21 18:00;1080;0;9,75;0;készpénz
97;2016.12.21 3:00;480;0,1;9;0;készpénz
6858;2016.12.01 13:15;360;1,2;6,75;0,5;bankkártya
5015;2016.12.23 1:15;360;1,7;7,75;0;bankkártya
4620;2016.12.21 19:30;300;1;5,75;2;bankkártya
1638;2016.12.04 2:15;894;4,34;14,25;0;készpénz
5151;2016.12.19 14:45;1800;0,8;35,25;9,8;bankkártya
7925;2016.12.16 19:30;1500;2,9;14;3,5;bankkártya
6602;2016.12.07 13:00;1800;1,1;45,75;7;bankkártya
7436;2016.12.23 3:45;300;1,3;6,25;0;készpénz
3360;2016.12.04 1:00;240;0;4,75;0;készpénz
4247;2016.12.02 18:00;1260;1,9;11,5;0;készpénz
1763;2016.12.29 23:00;7920;9,9;65,5;0;készpénz
1455;2016.12.09 11:15;420;1,4;7,25;0;készpénz
3772;2016.12.09 18:15;1005;4,56;15,25;2,5;bankkártya
4680;2016.12.18 19:15;480;0;6,75;0;készpénz
2026;2016.12.01 10:30;1380;0,9;39;7,8;bankkártya
1852;2016.12.08 16:15;1200;0,2;15,25;0;készpénz
5991;2016.12.19 9:30;360;0,5;5,25;0;készpénz
7006;2016.12.04 23:00;360;1,8;7,75;0;készpénz
5818;2016.12.16 22:15;1380;12,7;32,25;0;készpénz
3792;2016.12.06 17:45;900;1,5;9,25;0;készpénz
6290;2016.12.19 13:45;420;1;6,5;0;készpénz
1633;2016.12.18 11:00;660;0;9,5;0;készpénz
8117;2016.12.03 14:45;420;0;6,5;1;bankkártya
7415;2016.12.10 18:45;780;0;10;0;készpénz
3395;2016.12.31 2:15;480;0,3;4,5;0;bankkártya
2410;2016.12.03 6:45;1860;6,2;23,75;0;készpénz
3895;2016.12.12 11:15;600;1,2;7,75;2;bankkártya
1827;2016.12.08 10:00;780;0,1;10,25;2,25;bankkártya
8508;2016.12.18 17:00;960;0,1;11,75;2,55;bankkártya
422;2016.12.16 21:00;540;1,1;7,5;0;készpénz
3022;2016.12.26 14:00;300;1;6;0;készpénz
5834;2016.12.16 9:15;660;0,1;9,25;3;bankkártya
3799;2016.12.31 14:15;240;0;5,5;0;készpénz
1483;2016.12.19 10:30;360;1,1;6,5;1;bankkártya
6065;2016.12.02 17:15;720;1,6;9;0;készpénz
25;2016.12.08 16:00;0;0;44,25;8,75;bankkártya
3886;2016.12.05 16:15;0;0;3,25;2;bankkártya
4993;2016.12.14 19:45;960;3,8;13,75;0;készpénz
7257;2016.12.19 15:15;840;0;9,25;0;készpénz
6970;2016.12.19 12:00;600;1,7;8,25;2;bankkártya
6868;2016.12.29 11:15;420;1,1;6,75;0;készpénz
8719;2016.12.17 14:00;661;1,53;8,25;0;készpénz
6252;2016.12.21 17:15;300;0,6;5,25;0;készpénz
4559;2016.12.31 20:30;300;1;6;0;készpénz
3018;2016.12.28 13:30;420;1,3;7,25;2;bankkártya
7758;2016.12.09 10:00;540;0,1;8,75;0;készpénz
4844;2016.12.12 17:00;0;0;3,25;0;készpénz
1010;2016.12.15 19:00;300;0,6;5,25;0;készpénz
6305;2016.12.09 7:15;720;0,1;11;0;készpénz
8758;2016.12.03 18:15;480;0,9;6,75;2;bankkártya
767;2016.12.29 10:45;540;1,4;7,25;0;készpénz
5776;2016.12.27 19:30;240;1;5,75;0;készpénz
397;2016.12.02 14:45;360;0,7;6,25;0;készpénz
3773;2016.12.02 16:00;420;0;6;0;készpénz
5138;2016.12.18 10:15;300;0,8;5,5;0;készpénz
3163;2016.12.03 0:45;420;0;10,25;0;készpénz
2564;2016.12.03 13:30;600;1,4;8;0;bankkártya
6078;2016.12.02 17:00;540;0;7;2;bankkártya
7355;2016.12.13 21:45;300;0;5,75;0;készpénz
6145;2016.12.06 9:45;480;0,9;7;1;bankkártya
6682;2016.12.16 14:45;540;1;7;0;készpénz
2879;2016.12.06 19:15;1020;3;12;0;készpénz
4276;2016.12.14 20:15;420;1;6,5;0;készpénz
8564;2016.12.06 13:30;780;2,2;10;1;bankkártya
1405;2016.12.08 14:15;2100;16,9;42,25;9,25;bankkártya
1667;2016.12.01 21:00;300;1,1;6,25;0;készpénz
1970;2016.12.19 20:15;360;1,2;6,5;1;bankkártya
3055;2016.12.16 1:00;540;2,7;10;2,2;bankkártya
1776;2016.12.11 20:45;240;0,3;4,5;0;készpénz
7540;2016.12.19 10:45;300;0,8;6;0;készpénz
5807;2016.12.09 12:00;540;0,8;6,75;2;bankkártya
6197;2016.12.02 13:30;60;0;3,25;0;készpénz
4958;2016.12.29 18:30;600;1,2;7,5;0;készpénz
3040;2016.12.14 9:15;900;0;13;2;bankkártya
4051;2016.12.13 12:45;1200;15,4;38;12,6;bankkártya
1026;2016.12.02 15:45;300;0;5,5;0;készpénz
4872;2016.12.15 12:30;540;0;7,5;0;készpénz
7540;2016.12.21 15:15;1080;3,3;13,75;3,56;bankkártya
7766;2016.12.28 20:15;600;4,7;14,5;0;készpénz
788;2016.12.20 8:45;600;0;7,75;4,38;bankkártya
5222;2016.12.20 14:15;240;0,3;4,5;0;készpénz
4920;2016.12.17 18:45;1680;6,7;22;4,4;bankkártya
7693;2016.12.04 20:45;234;0,82;5,25;0;készpénz
8200;2016.12.29 16:15;600;1,4;8;3;bankkártya
5729;2016.12.22 14:15;240;0;4,75;0;készpénz
6034;2016.12.21 15:45;540;1,3;7,5;0;készpénz
2206;2016.12.17 15:00;420;0,9;6;0;készpénz
5796;2016.12.06 18:45;720;0;8,5;2;bankkártya
8378;2016.12.16 13:45;540;1,1;7;2;bankkártya
1959;2016.12.02 8:00;1860;18;43,75;0;készpénz
7939;2016.12.02 4:15;300;0;5,75;0;készpénz
2672;2016.12.20 23:30;1620;17,1;41,5;0;készpénz
4596;2016.12.17 9:30;0;0;4,8;0;bankkártya
6877;2016.12.06 8:45;1980;8;23,75;4,75;bankkártya
2927;2016.12.03 3:45;1200;17,5;43,5;0;készpénz
3649;2016.12.09 14:30;1020;0;10,25;2;bankkártya
5625;2016.12.13 9:00;0;0;3,25;0;készpénz
532;2016.12.10 17:45;420;1;6,5;0;készpénz
8353;2016.12.11 14:45;540;1,7;8,25;0;készpénz
2175;2016.12.13 19:15;840;0;8,75;0;készpénz
5404;2016.12.09 14:00;960;5,4;17;0;bankkártya
6524;2016.12.16 23:00;1260;5,27;17;0;készpénz
3567;2016.12.21 19:00;180;0,2;4,25;0;készpénz
8376;2016.12.26 23:15;265;0,77;5,25;0;készpénz
3146;2016.12.13 9:15;1320;12,9;33;9,75;bankkártya
4063;2016.12.15 20:15;420;0,4;5,5;4,5;bankkártya
4685;2016.12.08 9:30;2820;1;45,75;10;bankkártya
7992;2016.12.17 22:15;3120;0;43,5;12;bankkártya
3875;2016.12.05 21:30;240;0,6;5;0;készpénz
5519;2016.12.03 10:30;1649;17,5;43,75;0;készpénz
8044;2016.12.13 11:15;1620;17,2;42,75;11,68;bankkártya
5631;2016.12.01 12:15;600;4,4;13,5;2,7;bankkártya
5881;2016.12.13 19:30;420;0,7;6,25;0;készpénz
684;2016.12.31 12:30;240;0;5;1;bankkártya
7384;2016.12.01 14:00;600;1,2;7,25;0;készpénz
5263;2016.12.31 6:45;1380;16,41;40,75;6,79;bankkártya
2986;2016.12.31 2:45;840;3,9;13;2;bankkártya
3547;2016.12.10 23:30;240;1,1;5,75;2;bankkártya
8648;2016.12.23 16:15;300;0;5,5;0;készpénz
2048;2016.12.01 14:15;1620;10,4;28,75;6,55;bankkártya
3541;2016.12.05 21:30;1020;7,9;22,25;3;bankkártya
4109;2016.12.30 14:15;540;0;8,5;2;bankkártya
686;2016.12.12 23:30;360;0;6,25;0;készpénz
3217;2016.12.14 18:30;1680;1,9;13,5;3;bankkártya
3238;2016.12.27 15:45;2400;0,9;41,25;0;készpénz
3865;2016.12.17 16:45;360;0;6,5;2;bankkártya
3433;2016.12.09 18:00;60;0;3,25;0;készpénz
393;2016.12.14 15:15;600;0;7,25;0;készpénz
2653;2016.12.08 15:00;20;0;3,25;0;készpénz
1426;2016.12.08 15:15;2160;12,5;33;7,4;bankkártya
3899;2016.12.23 10:00;1560;0;36,5;0;készpénz
7579;2016.12.21 1:00;480;1,1;7;3;bankkártya
46;2016.12.19 23:45;660;3,5;10,5;0;készpénz
920;2016.12.30 17:45;360;1,1;6,5;1;bankkártya
3;2016.12.21 23:00;360;1,6;7,5;0;készpénz
6826;2016.12.10 22:00;300;0,46;4,75;0;készpénz
7586;2016.12.21 21:30;1740;17,2;43;0;készpénz
3736;2016.12.19 9:30;240;0,5;5;0;készpénz
4332;2016.12.06 7:45;720;0,6;7,75;10;bankkártya
1707;2016.12.10 19:00;2580;17,5;43,5;18,25;bankkártya
5998;2016.12.27 9:30;1380;14,5;36,25;10,05;bankkártya
7187;2016.12.22 9:15;360;0,8;6;0;készpénz
4025;2016.12.07 22:00;420;1;6,25;2;bankkártya
5637;2016.12.20 20:45;1140;8,6;24;4,9;bankkártya
4928;2016.12.14 5:45;0;0;3,25;0;készpénz
4675;2016.12.08 18:30;180;0;4;0;készpénz
2036;2016.12.06 19:00;600;2,8;10,25;0;készpénz
1545;2016.12.19 6:30;1740;10,1;27,25;0;készpénz
4490;2016.12.11 17:45;180;0,4;4,5;0;készpénz
329;2016.12.19 14:00;1680;11,9;32,25;9,05;bankkártya
6611;2016.12.26 16:30;300;1;5,5;0;készpénz
6322;2016.12.20 19:00;480;0,8;6,75;2;bankkártya
6369;2016.12.13 19:15;720;1,3;8,25;0;készpénz
2058;2016.12.18 19:30;420;1,3;7;1;bankkártya
8336;2016.12.08 15:30;780;1,7;8,75;0;készpénz
6358;2016.12.08 14:15;780;1,6;9,25;0;készpénz
5131;2016.12.04 12:45;840;2;10;2,4;bankkártya
4325;2016.12.27 23:45;420;0;7;2;bankkártya
8030;2016.12.29 11:45;660;1,3;7,75;2;bankkártya
4877;2016.12.30 12:45;300;0;5,75;2;bankkártya
8088;2016.12.12 15:45;274;0,68;5,25;1;bankkártya
4576;2016.12.07 0:45;240;0;5,75;3;bankkártya
5380;2016.12.21 9:45;780;1,5;9;0;készpénz
3684;2016.12.21 19:15;480;0;7;0;készpénz
2618;2016.12.21 18:30;1140;5;16;3,5;bankkártya
2240;2016.12.28 14:45;300;0;5,75;0;készpénz
8636;2016.12.22 17:30;480;0;6,5;0;készpénz
5117;2016.12.15 20:45;1200;0,8;33,5;0;készpénz
3295;2016.12.27 13:30;2520;29,8;72,75;0;készpénz
5112;2016.12.29 15:00;600;2,8;10,5;2,3;bankkártya
5179;2016.12.26 12:00;240;0,5;5;3;bankkártya
4362;2016.12.03 11:00;360;0,9;6;0;készpénz
1030;2016.12.19 9:15;480;0;6,75;1;bankkártya
3004;2016.12.22 16:30;480;1,2;7;1;bankkártya
5502;2016.12.15 18:45;960;3;11,75;0;készpénz
7198;2016.12.15 12:15;720;1;8;0;készpénz
5784;2016.12.20 9:15;780;3,7;13,25;2;bankkártya
6094;2016.12.17 23:15;480;0;6,25;0;készpénz
2179;2016.12.02 16:45;1620;5,8;19,25;0;készpénz
6746;2016.12.05 13:00;720;3,9;13,75;0;készpénz
2226;2016.12.05 14:00;360;0,9;6,25;0;készpénz
8645;2016.12.15 22:15;780;4,7;14,5;0;készpénz
4438;2016.12.09 11:00;540;0;7,75;0;készpénz
1555;2016.12.15 15:30;60;0,1;3,75;0;ingyenes
2969;2016.12.29 14:15;480;1,3;7,25;0;készpénz
6458;2016.12.09 11:45;540;0;7,25;0;készpénz
4443;2016.12.28 7:45;480;3,2;11;2;bankkártya
2059;2016.12.13 9:45;420;0,9;6,25;1,5;bankkártya
7854;2016.12.09 20:00;1080;4,7;15,75;0;készpénz
4297;2016.12.01 10:30;480;0,1;8;3;bankkártya
7961;2016.12.19 15:15;180;0,5;4,75;0;készpénz
3620;2016.12.14 22:30;780;3,4;12;0;készpénz
340;2016.12.01 8:30;3120;18,1;46;9,2;bankkártya
8264;2016.12.24 1:00;1320;16,5;41,25;12,55;bankkártya
7766;2016.12.18 19:00;480;0,8;6;0;készpénz
6777;2016.12.15 14:30;480;1,3;7;3;bankkártya
554;2016.12.21 21:30;540;1,8;8,25;0;készpénz
5780;2016.12.27 15:00;840;1,9;9,75;0;készpénz
5580;2016.12.13 14:45;360;0,5;5,75;0;készpénz
7135;2016.12.11 5:15;300;1,3;6,5;2;bankkártya
4409;2016.12.02 7:00;1800;23,5;57;0;készpénz
7586;2016.12.22 1:15;360;1,4;6,75;1;bankkártya
1163;2016.12.16 22:15;180;0,5;4,75;2;bankkártya
8188;2016.12.16 13:45;720;2,4;9,75;0;készpénz
3045;2016.12.12 8:00;840;2,2;10,25;0;készpénz
5869;2016.12.07 10:30;240;0,3;4,5;0;készpénz
5428;2016.12.19 14:45;540;1,6;7,75;2;bankkártya
6755;2016.12.14 20:15;660;1,2;7,75;0;készpénz
8398;2016.12.01 19:00;780;2,1;9,75;2,25;bankkártya
7712;2016.12.05 10:45;1740;19,7;48,25;7;bankkártya
8734;2016.12.08 14:00;2100;1;43,75;0;készpénz
3014;2016.12.17 3:00;1440;1,1;46;3;bankkártya
4903;2016.12.08 11:30;0;0;47;0;bankkártya
2665;2016.12.07 10:30;1140;2,1;11,5;0;készpénz
5028;2016.12.01 13:15;300;0,38;5;3;bankkártya
6922;2016.12.14 19:15;300;0,6;5,25;2;bankkártya
3210;2016.12.16 20:15;3180;11,6;33,75;0;bankkártya
977;2016.12.06 14:00;720;1,9;9,5;0;készpénz
4182;2016.12.13 19:15;1560;12,2;32,75;7,35;bankkártya
3920;2016.12.21 19:15;540;1,1;7;0;készpénz
7523;2016.12.31 21:15;480;0,7;6,25;0;készpénz
2635;2016.12.13 7:45;1180;6,91;19,5;0;készpénz
920;2016.12.01 19:15;600;1,2;7,5;0;készpénz
171;2016.12.19 8:15;960;1,1;8,75;2;bankkártya
6775;2016.12.26 1:15;420;0;8;0;készpénz
6945;2016.12.08 14:45;300;0,5;5,25;0;készpénz
1759;2016.12.16 12:45;300;0,6;5;1;bankkártya
5782;2016.12.09 9:00;240;1;5,75;2;bankkártya
5348;2016.12.31 8:45;540;1,4;7,75;0;készpénz
8324;2016.12.12 11:00;1320;12,3;31,75;7,25;bankkártya
6046;2016.12.31 22:15;360;1,78;7,5;0;készpénz
1800;2016.12.06 21:00;600;2;9;2;bankkártya
4353;2016.12.05 17:45;600;1;7,5;1,5;bankkártya
3247;2016.12.16 7:30;420;1,3;7;0;készpénz
