taxi_id;indulas;idotartam;tavolsag;viteldij;borravalo;fizetes_modja
1164;2016.12.09 9:45;1200;0,1;12,25;2,45;bankkártya
8376;2016.12.07 20:30;712;3,7;12,5;0;készpénz
8149;2016.12.25 1:00;3180;20,5;53,75;0;készpénz
123;2016.12.07 13:45;540;7,1;19,25;0;készpénz
981;2016.12.25 14:00;1080;7;20,25;0;készpénz
3863;2016.12.09 16:00;3900;18,5;47;7;bankkártya
3786;2016.12.24 15:45;420;0,9;6,25;0;bankkártya
7809;2016.12.03 7:30;1200;12,9;32,5;0;készpénz
2993;2016.12.23 17:00;1140;1,6;10,75;2;bankkártya
400;2016.12.15 21:30;360;1,1;6,25;2;bankkártya
5401;2016.12.06 10:30;420;0,9;6,5;2;bankkártya
547;2016.12.31 16:00;300;0;3,25;0;készpénz
2211;2016.12.06 8:45;780;3,4;12,5;0;készpénz
5896;2016.12.07 18:30;300;1,1;6,25;0;készpénz
6742;2016.12.28 17:30;660;2,3;9,5;3;bankkártya
1460;2016.12.24 18:45;300;0;5,25;1;bankkártya
901;2016.12.05 23:45;600;2,6;10;2;bankkártya
2139;2016.12.22 15:30;360;0,4;5,5;2;bankkártya
1109;2016.12.17 0:45;240;0,5;4,75;1;bankkártya
7033;2016.12.22 10:15;420;1,4;7,5;0;készpénz
1691;2016.12.24 21:15;660;0;10,5;0;készpénz
1506;2016.12.21 19:30;780;3,08;11,25;0;készpénz
1538;2016.12.28 19:30;60;0,4;4;0;készpénz
618;2016.12.04 18:00;0;0;18,25;4,56;bankkártya
4857;2016.12.15 21:30;900;3,5;13;3;bankkártya
5014;2016.12.21 8:45;420;1,4;6,75;0;készpénz
5083;2016.12.09 9:15;538;1,25;7,25;2;bankkártya
3233;2016.12.26 10:00;120;0,4;4,25;0;készpénz
6129;2016.12.03 20:00;300;0,5;5;0;készpénz
297;2016.12.07 20:30;1500;21,3;51,5;8;bankkártya
1311;2016.12.18 18:15;540;1,5;8;0;készpénz
733;2016.12.01 9:15;480;1,6;7,75;2;bankkártya
505;2016.12.13 11:30;420;0;6,75;0;készpénz
8436;2016.12.13 15:00;240;0,6;5;2;bankkártya
4934;2016.12.28 17:00;780;2,5;10,25;3;bankkártya
4007;2016.12.05 22:15;240;0,5;4,75;0;készpénz
8414;2016.12.09 14:15;478;1,11;7;0;készpénz
1534;2016.12.05 19:00;480;3,3;11;3;bankkártya
6317;2016.12.16 17:00;840;0;8,75;0;készpénz
2649;2016.12.08 22:00;600;1,4;7,5;0;készpénz
4659;2016.12.08 12:00;2040;17,2;44;6;bankkártya
7900;2016.12.01 14:45;780;1;8,25;2;bankkártya
177;2016.12.19 19:00;360;1,09;6,5;0;készpénz
2708;2016.12.19 23:15;600;4,7;14,25;0;készpénz
3043;2016.12.30 17:45;600;0;8,75;2;bankkártya
3891;2016.12.15 18:45;240;0;5,25;0;készpénz
8380;2016.12.30 11:15;240;0,7;6,25;0;készpénz
6065;2016.12.01 2:30;60;0;8;0;bankkártya
6401;2016.12.15 22:00;1080;9,8;25,75;0;készpénz
4494;2016.12.05 11:45;540;1,4;7,25;2;bankkártya
2139;2016.12.28 15:00;180;0,3;4,25;0;készpénz
2118;2016.12.01 20:45;780;0;11,75;0;bankkártya
1955;2016.12.02 9:45;360;1,2;6,25;2;bankkártya
2214;2016.12.01 18:45;600;1;7,25;0;készpénz
2914;2016.12.12 7:15;540;1,9;8,75;2;bankkártya
2457;2016.12.22 20:00;960;0;11;0;készpénz
2601;2016.12.28 17:15;540;2,1;11,75;0;készpénz
229;2016.12.12 19:30;240;0,7;5,5;2;bankkártya
7717;2016.12.14 22:45;120;0,3;4;0;készpénz
5367;2016.12.13 15:45;1080;0;14,75;0;készpénz
6943;2016.12.20 6:30;360;1,3;7;0;készpénz
2186;2016.12.27 9:45;540;1,4;7,75;2;bankkártya
4467;2016.12.20 8:00;180;0,4;4,25;0;készpénz
1545;2016.12.29 12:45;480;1,1;7;0;készpénz
8672;2016.12.17 14:45;600;1,4;7,75;0;készpénz
2966;2016.12.21 20:45;540;1,2;7,25;0;készpénz
4005;2016.12.04 19:15;180;0,3;4,25;0;készpénz
4680;2016.12.09 18:15;480;0;6,25;0;készpénz
3462;2016.12.07 9:30;300;0,7;5,25;0;készpénz
4261;2016.12.03 0:30;480;1,7;7,5;3;bankkártya
8014;2016.12.20 21:30;180;0;5;0;készpénz
710;2016.12.09 21:45;540;0;10,25;0;készpénz
7969;2016.12.13 13:00;1560;17,2;42;8,4;bankkártya
3600;2016.12.01 18:00;540;1;7;0;készpénz
5587;2016.12.23 15:15;1800;5,9;21;0;készpénz
6195;2016.12.28 11:30;600;1,5;8,25;2;bankkártya
2448;2016.12.16 12:15;540;0;8,25;2;bankkártya
3997;2016.12.19 6:45;840;4,3;14,5;2,9;bankkártya
5025;2016.12.01 14:15;1560;0,7;29,75;5,95;bankkártya
6627;2016.12.05 16:00;411;0,8;6,25;0;készpénz
5573;2016.12.23 19:15;300;0,5;5,5;0;készpénz
2041;2016.12.14 12:45;420;0;6,5;1;bankkártya
6008;2016.12.02 13:30;300;0,86;5,75;1;bankkártya
8307;2016.12.26 14:30;2160;18,6;45,5;10,2;bankkártya
4089;2016.12.09 16:30;1200;1,4;10,75;0;készpénz
2276;2016.12.07 19:15;600;4,5;13,5;3,5;bankkártya
1284;2016.12.20 18:15;1020;1,5;9,75;0;készpénz
3694;2016.12.18 20:30;1680;14,3;36,25;10,05;bankkártya
2716;2016.12.28 13:15;720;1,3;8,5;0;készpénz
3612;2016.12.10 12:45;420;0;6,5;0;készpénz
5341;2016.12.03 17:00;180;0,4;4,5;0;készpénz
5832;2016.12.22 17:15;720;1;8;0;készpénz
1473;2016.12.22 20:45;720;1,6;8,75;0;készpénz
3395;2016.12.15 7:15;420;1,6;7,5;2;bankkártya
5899;2016.12.14 16:30;3180;17,2;43,25;12,05;bankkártya
4251;2016.12.02 22:30;120;0,1;3,75;2;bankkártya
1924;2016.12.20 19:30;540;0;7,5;0;készpénz
1545;2016.12.28 9:15;540;2,9;10,25;0;készpénz
7198;2016.12.30 12:30;360;0,9;6,25;2;bankkártya
2916;2016.12.29 20:30;660;4,2;13,5;0;készpénz
6046;2016.12.21 22:15;0;0;3,25;0;bankkártya
2743;2016.12.23 16:45;660;0,3;6,75;0;készpénz
7665;2016.12.03 16:45;480;0,6;6,25;0;készpénz
3360;2016.12.31 18:15;540;0,1;9,25;0;készpénz
7750;2016.12.04 4:15;540;1,5;8;2;bankkártya
5796;2016.12.15 21:00;300;0;5,75;2;bankkártya
5232;2016.12.13 1:00;480;1,5;7,5;1;bankkártya
5196;2016.12.31 17:30;780;6,2;18,25;0;készpénz
1109;2016.12.15 14:15;2340;18;46,25;0,5;bankkártya
153;2016.12.13 17:15;300;5,2;5;1;bankkártya
747;2016.12.14 11:45;240;0,7;5,5;2;bankkártya
5846;2016.12.07 14:00;720;2,1;9,25;0;készpénz
4438;2016.12.02 19:45;1380;0,3;17,25;0;készpénz
1513;2016.12.02 12:15;480;0,9;6,75;0;készpénz
2467;2016.12.28 15:45;240;0,6;5;3;bankkártya
4900;2016.12.07 16:30;240;0,9;5,75;0;készpénz
2166;2016.12.30 18:30;480;1,8;8;0;készpénz
4152;2016.12.15 17:45;0;0;3,25;0;vitatott
5131;2016.12.19 8:30;360;0,8;6;2;bankkártya
7589;2016.12.14 16:45;540;1,3;7,5;2;bankkártya
6853;2016.12.07 13:00;420;1,4;7,25;0;készpénz
2847;2016.12.03 7:45;1080;7,9;22,25;0;bankkártya
4993;2016.12.29 11:30;1200;7,8;22,75;0;készpénz
6290;2016.12.06 15:15;300;1,2;6,25;1,5;bankkártya
2833;2016.12.13 10:45;960;2,5;11,5;0;bankkártya
7590;2016.12.09 19:15;540;1,2;7,25;3;bankkártya
6054;2016.12.14 23:00;120;0,4;4,25;2;bankkártya
5226;2016.12.06 9:00;360;1,3;6,5;0;készpénz
4527;2016.12.01 19:15;900;2,5;10,75;0;készpénz
8269;2016.12.18 14:30;1500;1,7;13;0;készpénz
6290;2016.12.16 6:45;240;1;5,75;0;készpénz
1460;2016.12.21 13:45;900;0;9,25;0;készpénz
7205;2016.12.18 0:15;1980;0,8;36;8;bankkártya
2179;2016.12.30 0:30;240;0,7;5,5;0;készpénz
5501;2016.12.12 12:00;1260;2,52;12,5;2,6;bankkártya
4675;2016.12.30 19:00;360;0;6,25;3;bankkártya
717;2016.12.10 14:45;1920;16,3;40,5;0;ingyenes
7863;2016.12.29 18:15;840;1;8;0;készpénz
1987;2016.12.08 11:00;240;0,5;5;0;készpénz
2452;2016.12.01 18:45;660;1,2;8;0;készpénz
177;2016.12.12 12:30;601;6;17;0;készpénz
7755;2016.12.21 13:30;7860;36,5;110,75;0;készpénz
7315;2016.12.15 8:30;240;0,6;5;2;bankkártya
2918;2016.12.14 20:15;540;0;7;1,4;bankkártya
8344;2016.12.03 14:15;240;0,6;5;1;bankkártya
2167;2016.12.07 10:45;0;0;95,25;14;ingyenes
8710;2016.12.17 5:00;1200;1;42;0;készpénz
2447;2016.12.18 17:45;600;1,2;7,5;0;készpénz
4069;2016.12.21 17:45;2100;2,3;18,5;3,7;bankkártya
3018;2016.12.18 23:00;1860;18,5;46;0;készpénz
3993;2016.12.23 19:30;420;1,3;7;0;készpénz
5525;2016.12.02 10:15;540;0,9;6,5;0;készpénz
8463;2016.12.01 9:00;2280;17,9;45,5;0;készpénz
3736;2016.12.05 14:00;2040;17,2;42,75;9,65;bankkártya
4618;2016.12.16 7:45;660;1,7;8,5;0;készpénz
6089;2016.12.09 16:45;3180;9,4;47,5;0;készpénz
3862;2016.12.01 18:45;660;0,1;9;0;készpénz
8636;2016.12.28 17:00;420;0;7;0;készpénz
4927;2016.12.07 15:30;960;0;10,25;3,05;bankkártya
32;2016.12.29 21:45;540;0,1;8,25;2;bankkártya
6016;2016.12.20 8:15;660;0;20,1;0;ismeretlen
3178;2016.12.06 18:00;780;0,7;7,75;3;bankkártya
4601;2016.12.03 13:30;960;9,8;21,5;0;ingyenes
4433;2016.12.22 17:15;300;0,7;5,5;0;készpénz
464;2016.12.15 17:15;420;1,2;7;0;készpénz
7517;2016.12.09 18:45;840;0;9,25;0;készpénz
6376;2016.12.29 19:45;840;4,6;14,5;0;készpénz
5767;2016.12.21 21:00;780;5,8;17,5;4,5;bankkártya
8014;2016.12.09 19:00;840;0,3;15;3,75;bankkártya
3862;2016.12.07 19:00;1740;0,2;16,5;3,3;bankkártya
7468;2016.12.27 4:00;0;0;3,25;0;készpénz
7352;2016.12.10 16:15;780;1,3;8,5;0;készpénz
668;2016.12.13 18:00;720;0,1;9;2;bankkártya
4202;2016.12.29 19:45;1800;0,8;33,5;9,6;bankkártya
5108;2016.12.17 6:15;420;3,1;10,5;2;bankkártya
6650;2016.12.15 10:30;720;1,1;8;2;bankkártya
6398;2016.12.09 15:15;660;1,74;9;0;készpénz
7390;2016.12.30 9:15;900;5,1;16;3,6;bankkártya
1897;2016.12.17 0:00;120;0,2;3,75;4;bankkártya
972;2016.12.08 23:45;180;0,4;4,5;2;bankkártya
4296;2016.12.22 21:45;600;2,8;10,5;4;bankkártya
2063;2016.12.26 6:45;600;2,7;10,5;0;készpénz
8063;2016.12.12 14:30;600;1,7;8,5;0;készpénz
1463;2016.12.10 18:15;300;0;5,25;0;készpénz
3312;2016.12.16 19:15;720;0,6;7,5;0;készpénz
6180;2016.12.30 18:30;780;2,2;10,25;2;bankkártya
8309;2016.12.07 9:45;2220;8,5;25,25;4;bankkártya
6717;2016.12.14 10:30;360;0,5;5,5;2;bankkártya
1545;2016.12.16 8:00;660;2,6;10,25;0;készpénz
3062;2016.12.21 15:30;360;1,2;6,75;0;ismeretlen
4811;2016.12.27 16:15;1260;13,1;33,25;0;készpénz
2058;2016.12.06 12:00;480;1,1;7;0;készpénz
3433;2016.12.06 19:30;2640;15,5;41,25;9,05;bankkártya
4292;2016.12.23 21:45;240;1;6;2;bankkártya
2618;2016.12.08 19:45;1860;9;27,25;0;készpénz
5548;2016.12.06 20:00;600;2,4;9,5;0;készpénz
1523;2016.12.04 2:00;300;0;3,5;0;készpénz
7028;2016.12.05 10:45;480;2;8,25;0;készpénz
6535;2016.12.01 21:30;840;0;8;0;készpénz
1193;2016.12.13 21:30;300;1;5,75;0;ingyenes
1164;2016.12.31 19:30;240;0;5,25;0;készpénz
2514;2016.12.05 6:15;180;0,6;5;5;bankkártya
778;2016.12.11 16:15;720;3;11;2;bankkártya
6305;2016.12.24 14:30;660;0,2;12,5;2,8;bankkártya
2004;2016.12.06 17:45;660;1,8;8,5;0;készpénz
3495;2016.12.23 13:15;660;1,2;7,75;0;készpénz
7213;2016.12.23 20:15;660;2,2;9,25;0;készpénz
8685;2016.12.14 0:30;240;1,2;6;0;készpénz
5435;2016.12.19 7:45;240;0,6;5;0;készpénz
4195;2016.12.17 0:30;420;1,5;7,5;0;készpénz
3165;2016.12.12 18:45;1740;10,2;29,75;3;bankkártya
5411;2016.12.09 17:45;780;1,3;8,75;0;készpénz
7374;2016.12.03 0:45;480;1,73;7,75;0;bankkártya
197;2016.12.06 10:30;840;0;9;0;készpénz
5257;2016.12.14 22:30;480;1,5;7,25;2;bankkártya
8696;2016.12.30 15:15;660;0,5;7;0;készpénz
1322;2016.12.10 1:45;540;0;7,75;0;készpénz
1928;2016.12.07 18:45;120;0;3,75;0;készpénz
812;2016.12.30 23:15;540;0;7,5;2;bankkártya
1462;2016.12.02 9:00;420;1,3;6,75;0;készpénz
4689;2016.12.01 19:00;480;1,6;7,75;2;bankkártya
1486;2016.12.05 19:45;212;0,82;5,5;0;készpénz
8563;2016.12.30 12:45;780;0;9;0;készpénz
3016;2016.12.21 15:30;360;0,6;5,75;4;bankkártya
3387;2016.12.23 16:15;120;0,3;4;0;készpénz
4320;2016.12.01 9:45;1080;2,6;11,75;0;készpénz
3258;2016.12.17 16:45;240;0,5;4,75;0;készpénz
1037;2016.12.14 10:30;1140;3,3;13,25;0;készpénz
6786;2016.12.13 9:15;360;0,4;5,5;2;bankkártya
7891;2016.12.21 1:00;600;3,7;12,25;2,75;bankkártya
4301;2016.12.02 11:30;900;0,1;10;3;bankkártya
567;2016.12.17 15:15;360;2,3;9;3;bankkártya
6907;2016.12.09 13:30;420;1,1;6,75;0;készpénz
3612;2016.12.31 21:30;1200;0;16;0;készpénz
2283;2016.12.27 15:15;660;2,2;9,75;0;készpénz
1294;2016.12.07 22:45;960;5,5;17;0;készpénz
255;2016.12.22 5:00;240;1,2;6,5;2;bankkártya
2081;2016.12.09 11:00;60;0,1;3,5;0;készpénz
3004;2016.12.21 11:30;840;1,1;8,5;0;készpénz
2318;2016.12.21 16:15;1920;11,9;33,5;7,8;bankkártya
284;2016.12.22 18:30;3660;19;48;0;készpénz
5329;2016.12.15 21:30;1920;17,8;43,5;0;készpénz
74;2016.12.29 11:45;498;1,27;7,25;0;készpénz
1383;2016.12.14 3:00;180;0;4,75;0;készpénz
2601;2016.12.27 17:45;0;0;13,75;0;készpénz
1380;2016.12.02 12:00;420;0,9;6,25;1,25;bankkártya
1869;2016.12.16 19:00;1980;5,24;18,25;0;készpénz
3721;2016.12.05 14:45;240;0;4,75;0;készpénz
778;2016.12.16 11:45;660;1,3;7,75;0;készpénz
8634;2016.12.15 16:00;240;0,7;5;2;bankkártya
527;2016.12.31 10:15;780;4,5;14,25;0;készpénz
2009;2016.12.15 8:30;0;0;3,25;0;készpénz
8361;2016.12.15 18:00;960;1,2;9;2;bankkártya
3340;2016.12.23 9:45;360;1,2;6,75;0;készpénz
938;2016.12.11 3:00;660;5,5;15,5;0;készpénz
5571;2016.12.16 19:45;720;1,7;9;0;készpénz
814;2016.12.11 21:45;180;0,5;4,75;0;készpénz
8274;2016.12.31 16:15;720;0;9,75;2,15;bankkártya
475;2016.12.24 20:30;240;0,76;5,5;0;készpénz
386;2016.12.14 11:45;180;0,6;4,75;0;készpénz
349;2016.12.09 17:45;480;1,5;7,5;0;készpénz
4825;2016.12.08 11:00;480;1,6;8;4;bankkártya
6620;2016.12.12 17:15;2460;17,4;43,75;8,75;bankkártya
3033;2016.12.01 7:00;420;1,5;7,25;2;bankkártya
433;2016.12.21 17:15;1020;0;18,25;0;készpénz
7063;2016.12.09 16:00;420;0;6,5;0;készpénz
8565;2016.12.30 20:30;780;4,3;14,25;3,05;bankkártya
1731;2016.12.22 15:15;840;0,1;11,75;0;készpénz
1240;2016.12.09 18:45;420;1,2;7;2;bankkártya
157;2016.12.29 17:30;240;0;5;1;bankkártya
5990;2016.12.20 22:45;180;0,4;4,5;0;készpénz
2388;2016.12.31 2:30;180;0;4,75;0;készpénz
7999;2016.12.20 21:00;120;0,6;4,5;0;készpénz
2215;2016.12.07 16:30;3780;16,9;44,75;12,18;bankkártya
53;2016.12.28 19:15;1020;0,1;12;2,4;bankkártya
6654;2016.12.02 2:45;900;0,3;16,25;3,55;bankkártya
4790;2016.12.29 21:15;600;2,4;9,75;3;bankkártya
4934;2016.12.19 7:45;540;1,4;7,75;2;bankkártya
1744;2016.12.03 0:15;360;2,6;9,5;0;készpénz
169;2016.12.06 19:00;360;0,8;6;0;készpénz
3649;2016.12.11 2:15;720;0,1;9,25;0;készpénz
3909;2016.12.24 18:30;0;0;2;0;készpénz
7961;2016.12.16 18:30;240;0,5;4,75;1;bankkártya
6755;2016.12.01 10:00;2760;22;53,75;11,55;bankkártya
7407;2016.12.03 0:15;240;0,7;5,25;0;készpénz
2259;2016.12.13 1:45;180;1,1;5,75;0;készpénz
6113;2016.12.18 0:00;1020;4,2;13,75;0;készpénz
5178;2016.12.09 21:45;480;1,1;6,75;0;készpénz
2733;2016.12.10 22:45;360;1,5;7,5;0;készpénz
6569;2016.12.23 16:45;300;0;5,5;0;készpénz
3792;2016.12.04 14:15;420;1,2;7;0;készpénz
1000;2016.12.05 18:30;2591;17,96;44,5;0;bankkártya
7230;2016.12.09 17:30;1020;0,7;9;0;készpénz
1309;2016.12.30 20:45;840;2,2;10,25;0;készpénz
2847;2016.12.15 20:30;780;2,4;10,25;2;bankkártya
3846;2016.12.09 11:00;900;0,1;10,25;0;készpénz
1751;2016.12.15 13:45;660;0;9;0;készpénz
7349;2016.12.16 7:15;0;0;8,25;4;bankkártya
5857;2016.12.03 2:00;540;0;8;0;készpénz
1472;2016.12.29 15:30;660;2,4;10;2,2;bankkártya
2845;2016.12.12 9:45;621;1,4;7,75;0;bankkártya
2932;2016.12.08 20:30;960;3,3;12,5;2,5;bankkártya
6562;2016.12.02 20:00;240;0;5,25;0;készpénz
1886;2016.12.31 11:30;480;1,2;7,25;0;készpénz
8749;2016.12.11 8:15;180;0,6;4,75;0;készpénz
7430;2016.12.08 14:30;7320;0;3,25;0;készpénz
733;2016.12.02 22:30;240;0,5;4,75;0;készpénz
7587;2016.12.31 1:30;780;5,9;17,5;0;bankkártya
3478;2016.12.18 19:45;720;2,11;10;0;készpénz
5631;2016.12.20 21:00;0;0;3,25;0;készpénz
3601;2016.12.09 11:15;360;0,1;9,25;0;készpénz
4254;2016.12.19 17:30;240;0;4,5;2;bankkártya
4128;2016.12.20 16:30;480;1,3;7;2;bankkártya
29;2016.12.08 0:15;300;0;6;0;készpénz
6115;2016.12.18 11:45;420;1,9;8,25;1,75;bankkártya
1742;2016.12.02 20:00;600;1,5;8;0;készpénz
0;2016.12.30 19:45;840;0,1;10,5;0;készpénz
3954;2016.12.31 14:45;240;0,3;4,75;0;készpénz
3824;2016.12.31 15:00;420;2,7;10;4;bankkártya
4855;2016.12.27 15:45;720;1,6;9,25;0;készpénz
3941;2016.12.20 20:00;2820;9,7;34,5;0;készpénz
2088;2016.12.09 4:45;480;1,6;7,75;0;készpénz
5901;2016.12.29 10:45;660;0;7,75;0;készpénz
827;2016.12.30 19:45;300;0,9;5,25;0;készpénz
2663;2016.12.16 13:15;11;0;3,25;0;készpénz
3147;2016.12.29 0:45;360;1,2;6,25;0;készpénz
76;2016.12.10 3:15;1440;10,9;28,25;8,05;bankkártya
1322;2016.12.02 23:15;600;0;8;2;bankkártya
5114;2016.12.01 9:30;420;0;6;2;bankkártya
6505;2016.12.10 7:45;600;2,9;10,5;0;készpénz
998;2016.12.14 11:45;325;0,68;5,5;2;bankkártya
304;2016.12.23 22:00;600;2,3;9;2;bankkártya
8200;2016.12.14 17:15;720;1,2;8,25;0;készpénz
7748;2016.12.04 20:15;180;0;5,5;1;bankkártya
5161;2016.12.27 21:45;720;2,6;10,25;0;készpénz
8154;2016.12.03 20:00;540;0,8;6,75;2;bankkártya
3018;2016.12.20 18:30;780;1,1;8,5;1;bankkártya
5825;2016.12.08 19:45;1440;3,9;15,25;0;készpénz
5243;2016.12.01 9:15;480;0;6,75;0;készpénz
6944;2016.12.01 18:45;1500;11,9;32,25;0;készpénz
8108;2016.12.01 15:00;300;0,9;5,75;2;bankkártya
6407;2016.12.19 15:15;180;0;4,75;0;készpénz
5540;2016.12.11 0:45;180;1;5,75;0;készpénz
5511;2016.12.16 9:15;900;1,4;9,75;0;készpénz
8210;2016.12.07 22:30;120;0,4;4,25;0;készpénz
1811;2016.12.26 13:00;360;0;6,75;2;bankkártya
8063;2016.12.02 12:15;300;0,4;5;0;készpénz
2742;2016.12.28 17:45;420;1,1;6,25;0;készpénz
5775;2016.12.25 23:30;1680;12,7;34,25;0;készpénz
6101;2016.12.22 12:15;0;0;3,25;0;készpénz
177;2016.12.13 13:30;173;0,8;5;0;készpénz
4287;2016.12.12 12:00;660;1,1;7,75;0;készpénz
1438;2016.12.09 11:30;300;0,9;6;2;bankkártya
5044;2016.12.01 17:15;1020;4,8;15,75;4;bankkártya
3567;2016.12.15 17:15;840;0,9;8,75;0;készpénz
3617;2016.12.16 10:00;420;0,8;6,25;0;készpénz
5408;2016.12.20 12:45;240;0,6;5,25;0;készpénz
4168;2016.12.06 17:15;480;0,8;6,25;1,5;bankkártya
3649;2016.12.31 0:30;420;0;7;0;készpénz
2271;2016.12.21 14:15;540;0,8;6,5;0;készpénz
4168;2016.12.02 13:15;1380;16,1;39,75;14,05;bankkártya
8491;2016.12.02 21:45;840;4;13,25;0;készpénz
3675;2016.12.10 6:00;1020;12,4;32;0;készpénz
8247;2016.12.09 2:30;1380;5,7;19;3,8;bankkártya
7701;2016.12.16 19:30;540;0,8;6,5;0;készpénz
5240;2016.12.04 0:15;480;2,5;9,75;2,25;bankkártya
5301;2016.12.29 12:00;300;0,7;5,25;0;készpénz
5143;2016.12.16 1:30;300;0;7;2;bankkártya
4532;2016.12.20 22:30;120;0,5;4,5;3;bankkártya
7150;2016.12.14 12:45;420;1,6;7,25;0;készpénz
8569;2016.12.08 16:30;660;1,8;8,5;0;készpénz
4494;2016.12.04 3:30;240;0,8;5,25;0;készpénz
5997;2016.12.14 15:15;840;1,5;9;0;készpénz
7356;2016.12.12 18:45;1260;3,1;13,25;2,65;bankkártya
6211;2016.12.04 13:45;540;0,9;7,25;3;bankkártya
6232;2016.12.13 12:45;300;0,7;5,5;0;készpénz
5937;2016.12.19 17:45;240;0,12;4,5;0;készpénz
1534;2016.12.10 17:00;960;2,3;10,75;0;készpénz
3175;2016.12.19 19:30;480;0,6;6,25;0;készpénz
6575;2016.12.12 14:45;960;2,7;11;2;bankkártya
5983;2016.12.21 0:15;540;4,3;13,5;0;készpénz
4790;2016.12.16 11:00;600;1,2;7,75;2;bankkártya
5677;2016.12.15 15:15;1680;5,5;18,75;4;bankkártya
4015;2016.12.14 18:00;1140;1,5;10,75;3,06;bankkártya
4029;2016.12.05 17:00;960;1,99;10,25;0;készpénz
5293;2016.12.12 22:15;240;1,2;6,25;3;bankkártya
3291;2016.12.22 14:00;420;1;6,25;3;bankkártya
1959;2016.12.21 8:15;600;1,7;8,5;2;bankkártya
8164;2016.12.27 13:00;120;0,3;4;0;készpénz
8634;2016.12.19 9:30;540;1,6;7,75;1;bankkártya
8414;2016.12.06 16:30;1647;10,82;29,75;0;készpénz
416;2016.12.21 9:00;780;1,7;9,5;1,5;bankkártya
6927;2016.12.21 14:45;600;1,1;7,75;0;készpénz
2828;2016.12.12 14:45;360;1,5;6,75;0;készpénz
6785;2016.12.07 10:30;300;0,7;5,5;2;bankkártya
1302;2016.12.19 18:15;1560;1,3;12,25;2,55;bankkártya
103;2016.12.29 19:00;360;1;6,25;1,75;bankkártya
7;2016.12.29 20:00;660;0,7;7,25;3;bankkártya
1852;2016.12.04 16:15;1380;0,1;13;2,8;bankkártya
6076;2016.12.31 1:30;480;0,1;8;2;bankkártya
6631;2016.12.22 19:30;540;0,9;6,75;0;készpénz
4958;2016.12.22 17:15;420;0,8;6;1;bankkártya
1586;2016.12.09 14:30;240;1;5,75;0;készpénz
2139;2016.12.09 10:45;0;0,1;3,25;0;készpénz
4443;2016.12.29 22:00;1440;7,7;22,5;0;készpénz
5579;2016.12.12 20:30;600;1,13;8,25;0;készpénz
1092;2016.12.21 21:00;1620;13,2;34,75;0;készpénz
8647;2016.12.17 19:30;960;5,7;17;0;készpénz
117;2016.12.15 23:15;480;2,3;8,75;0;készpénz
7860;2016.12.20 16:00;300;0,8;5,5;0;készpénz
5313;2016.12.09 19:00;960;2,2;10,5;0;készpénz
1552;2016.12.05 15:15;569;1,2;7,5;0;készpénz
6614;2016.12.28 20:30;2220;8;24,5;0;készpénz
5869;2016.12.27 20:00;1080;7,3;20,5;0;készpénz
8312;2016.12.23 9:30;180;0,5;4,5;0;készpénz
3027;2016.12.20 9:15;1320;3,3;13,75;2;bankkártya
8540;2016.12.03 13:45;1980;17,8;43,5;0;készpénz
5900;2016.12.13 18:00;780;0,9;7,75;0;készpénz
6429;2016.12.08 12:15;240;0,5;4,75;0;készpénz
1529;2016.12.21 13:45;420;1,9;7,75;0;készpénz
595;2016.12.05 18:45;240;0,9;5,5;0;készpénz
199;2016.12.18 2:15;360;1,3;6,25;0;készpénz
7210;2016.12.12 14:45;540;0;7,5;2;bankkártya
8630;2016.12.17 14:15;480;1,2;7,25;0;készpénz
1115;2016.12.08 9:15;900;1,2;8,75;3;bankkártya
4206;2016.12.20 19:45;360;1;6,25;2;bankkártya
7587;2016.12.15 10:30;780;1;8;2;bankkártya
4993;2016.12.28 15:00;660;1,6;8,5;0;készpénz
6597;2016.12.06 16:30;60;0,4;4,25;0;készpénz
7555;2016.12.07 19:15;840;3,4;12,75;0;készpénz
6858;2016.12.30 21:00;420;1,6;7,25;5;bankkártya
4143;2016.12.01 23:15;405;0,9;6,25;1;bankkártya
3206;2016.12.18 15:45;1020;3;12,25;0;készpénz
2916;2016.12.05 2:00;420;3,8;11,75;0;készpénz
977;2016.12.15 14:00;540;0,7;6,5;2;bankkártya
4737;2016.12.21 7:30;300;0,82;6;1;bankkártya
6806;2016.12.03 18:45;720;2,3;9,5;0;készpénz
2991;2016.12.16 8:15;184;0,18;4,25;0;készpénz
1671;2016.12.04 0:00;900;3,1;11,75;0;vitatott
7541;2016.12.10 11:30;300;0;5,5;0;készpénz
1234;2016.12.14 15:30;480;5,3;6,75;2;bankkártya
5054;2016.12.08 23:30;480;0;7,5;0;készpénz
3637;2016.12.04 19:15;300;0;5,5;0;készpénz
1243;2016.12.14 20:00;780;0;8,25;3;bankkártya
8289;2016.12.05 21:00;780;0;12,25;0;ingyenes
8564;2016.12.21 13:45;360;0,7;5,75;0;készpénz
2845;2016.12.16 13:45;957;1,92;10;2,7;bankkártya
7777;2016.12.27 12:00;960;2,8;11,5;0;készpénz
5659;2016.12.07 20:15;780;1,8;9,5;2,1;bankkártya
1274;2016.12.19 14:45;720;1,6;8,5;2;bankkártya
602;2016.12.20 23:15;1080;0;15,75;1;bankkártya
6426;2016.12.06 16:30;180;0,4;4,5;1;bankkártya
1564;2016.12.05 15:15;2460;18;45,5;0;készpénz
